Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,macd,macd_h,macd_s
186.23761848029775,187.52133810124718,182.9935167810597,184.7349853515625,82488700,0.0,0.0,,,,,
183.32189307602442,184.973803899141,182.53573597559208,183.35174560546875,58414500,0.0,0.0,,,,,
181.26198308479132,182.19740286158623,179.99818547387906,181.02316284179688,71983600,0.0,0.0,,,,,
181.10277101042314,181.8690061871609,179.29163655398915,180.2967071533203,62303300,0.0,0.0,,,,,
181.20228054123743,184.6951784875532,180.6151605231867,184.65536499023438,59144500,0.0,0.0,182.81239318847656,49.547454016887656,,,
183.02335798455337,184.24735728099782,181.83915700040632,184.23741149902344,42841800,0.0,0.0,182.71287841796874,47.30016376693762,,,
183.45127673118873,185.49127057687537,183.02336513916433,185.2823028564453,46792900,0.0,0.0,183.09898986816407,60.87449053087929,,,
185.63057672110963,186.13810009590225,182.7248140769861,184.68521118164062,49128400,0.0,0.0,183.8313995361328,75.62647087716601,,,
185.1529277118819,185.8296205077815,184.2871739488164,185.01361083984375,40444700,0.0,0.0,184.7747802734375,84.95559410273401,,,
181.27193705900044,183.361690026594,180.04792262326768,182.73477172851562,65603000,0.0,0.0,184.39066162109376,29.424457609164733,,,
180.3862988523529,182.03819468263436,179.42102646331548,181.78941345214844,47317400,0.0,0.0,183.90106201171875,26.436997697043765,,,
185.18277784532793,188.21791164443712,184.9240508532924,187.7104034423828,78005800,0.0,0.0,184.38668212890624,62.05529763997139,,,
188.4069897270921,191.01421197583775,187.89948151982946,190.62611389160156,68741000,0.0,0.0,185.57486267089843,73.97594664663247,,,
191.36250312836654,194.37773007418247,191.3226896328841,192.9447479248047,60133900,0.0,0.0,187.1610900878906,77.57786957873547,,,
194.06926140547006,194.79569832767794,192.88506035011693,194.2284698486328,42355600,0.0,0.0,189.45982971191407,92.93687247837056,,,
194.4672860626603,195.42261254918643,193.39254945946814,193.55177307128906,53631300,0.0,0.0,191.8123016357422,94.84058011480373,,,
194.2682881337411,195.31317233681816,192.1685739447696,193.22340393066406,54822100,0.0,0.0,192.91490173339844,86.64032646703284,,,
193.3229207532571,193.81052224173547,191.0042778879994,191.48193359375,44594000,0.0,0.0,193.08606567382813,56.739913622587906,,,
191.07392183626405,191.2629979920715,188.65577567784422,190.7952880859375,47145600,0.0,0.0,192.6561737060547,27.215351619237396,,,
190.00913152540437,190.86493945980703,186.55604725857967,187.12326049804688,55859400,0.0,0.0,191.2351318359375,0.0,,,
186.12815142243116,186.18787167030365,183.45127824224116,183.5010223388672,55467800,0.0,0.0,189.22498168945313,0.0,,,
183.09303209854838,186.03859323945602,182.9238626911125,185.94903564453125,64885400,0.0,0.0,187.77010803222657,20.11449362398899,,,
178.98316607734097,186.4167503347965,178.37613927772276,184.9439697265625,102518000,0.0,0.0,186.46251525878907,21.40996452869065,,,
187.23273981487074,188.3273832549743,184.9340037750539,186.76502990722656,69668800,0.0,0.0,185.65646362304688,33.96670806608853,,,
185.94902917871246,188.38708201253658,185.8594715869018,188.37713623046875,43490800,0.0,0.0,185.90723876953126,55.96601634421592,,,
189.71060210551596,190.118606941087,187.69049986083044,188.48660278320312,53439000,0.0,0.0,186.90435485839845,85.63311528973479,0.5302202535011986,,
188.46669218310572,188.6159548348253,186.4366441977198,187.40191650390625,40962000,0.0,0.0,187.19493103027344,62.89756287859906,0.4634514169480326,,
187.96985257532495,189.30503301755343,187.3222021069975,188.1691436767578,45155200,0.24,0.0,187.8399658203125,79.89291078444406,0.4670614600247518,,
187.7406910525987,187.9897897322466,186.1165627960856,186.4752655029297,41781900,0.0,0.0,187.78201293945312,47.249436561781216,0.32944301882483273,,
185.10024282819998,185.53865891732192,182.84838113476025,184.37286376953125,56529500,0.0,0.0,186.9811584472656,15.226563203951926,0.05015500759850511,,
184.6518638454696,184.8610982078661,181.78224238811126,183.48606872558594,54630500,0.0,0.0,185.98105163574218,11.740298918690485,-0.23997343783770475,,
182.88824837462906,183.82486181575325,180.69618309757163,183.19712829589844,65434500,0.0,0.0,185.1400939941406,13.368091096890154,-0.4875966879085354,,
182.75869330174024,184.18354546694673,181.0150027746939,181.65269470214844,49701400,0.0,0.0,183.83680419921876,0.0,-0.7992495301958229,,
181.134577279735,181.77226924950583,179.3510375405212,180.90541076660156,53665600,0.0,0.0,182.72283325195312,0.0,-1.093926121943781,-0.8188566229410909,-0.2750694990026902
181.28405435734408,182.23062628266825,180.00867035619171,181.66268920898438,41529700,0.0,0.0,182.18079833984376,17.924889479615132,-1.251922024667948,-0.7814820205322063,-0.47044000413574183
182.81850104532418,184.29317619439553,181.80218936609842,183.70529174804688,52292200,0.0,0.0,182.22464294433593,52.03718461001818,-1.1984984179919707,-0.582446731084983,-0.6160516869069876
184.3429666556088,184.37285727847149,181.57299077597804,181.86195373535156,45119700,0.0,0.0,181.95760803222657,40.37356321839081,-1.2900311212615065,-0.5391835474836151,-0.7508475737778915
181.5829745492965,182.10108884357552,179.99869543060538,180.50686645507812,40867400,0.0,0.0,181.7284423828125,41.506834751254864,-1.4551416989302766,-0.5634353001219081,-0.8917063988083684
180.4470750372319,183.25690001064538,178.9126187804792,181.9715576171875,54318900,0.0,0.0,181.9416717529297,57.14288635132234,-1.4510775665203823,-0.4474969341696111,-1.0035806323507712
181.8519814326113,182.45978277503792,179.48057251285755,180.7659149169922,48953900,0.0,0.0,181.76231689453124,44.332364473778114,-1.5275335463684598,-0.4191623312141508,-1.108371215154309
